Taluka,City_Village,Area_Type,Land_Type,Buyer_Gender,Area_sqft,Rate_per_sqft,Land_Cost,Stamp_Duty_Percent,Stamp_Duty_Amount,Registration_Percent,Registration_Amount,Total_Price,Flood_Risk,Crime_Level,Market_Access,School_Access,Hospital_Access,Growth_Rate,Distance_to_City_Center,Distance_to_Highway
Panhala,Kodoli,Semi-Urban,Residential,Male,6000,2070,12420000,4,496800,1,30000,12946800,Low,Medium,7,7,6,0.06,16.0,3.0
Chandgad,Kowad,Rural,Agricultural,Female,2300,200,460000,2,9200,1,4600,473800,High,Low,4,4,3,0.03,38.0,11.0
Shahuwadi,Bambavade,Rural,Residential,Female,1500,960,1440000,2,28800,1,14400,1483200,Medium,Low,5,5,5,0.04,28.0,7.0
Hatkanangale,Ichalkaranji,Urban,Residential,Male,1500,3330,4995000,6,299700,1,30000,5324700,Medium,Medium,8,8,7,0.1,25.0,22.0
Shirol,Nrusinhawadi,Rural,Industrial,Female,5500,1420,7810000,2,156200,1,30000,7996200,High,Low,5,5,4,0.04,40.0,17.0
Karveer,Uchgaon,Semi-Urban,Residential,Male,6000,2710,16260000,4,650400,1,30000,16940400,Low,Low,8,8,7,0.15,4.0,2.0
Ajra,Dewarde,Rural,Commercial,Male,10000,900,9000000,3,270000,1,30000,9300000,Medium,Low,4,4,4,0.04,35.0,10.0
Karveer,Shivaji Peth,Urban,Residential,Male,2300,5490,12627000,6,757620,1,30000,13414620,High,Low,9,8,9,0.07,1.0,7.0
Shirol,Kurundwad,Semi-Urban,Residential,Male,4000,1820,7280000,4,291200,1,30000,7601200,High,Low,7,7,6,0.06,35.0,33.0
Bhudargad,Kadgaon,Rural,Residential,Male,7000,850,5950000,3,178500,1,30000,6158500,Medium,Low,5,5,5,0.04,28.0,7.0
Karveer,Gandhinagar,Urban,Commercial,Male,1000,3220,3220000,6,193200,1,30000,3443200,Low,Low,8,8,8,0.08,3.0,6.0
Karveer,Gokul Shirgaon,Semi-Urban,Residential,Female,5500,1720,9460000,3,283800,1,30000,9773800,Low,Low,7,7,6,0.07,8.0,4.0
Karveer,Shiroli,Semi-Urban,Residential,Female,1400,3210,4494000,3,134820,1,30000,4658820,High,Medium,8,6,6,0.09,10.0,2.0
Kagal,Murgud,Semi-Urban,Commercial,Female,1800,2110,3798000,3,113940,1,30000,3941940,Low,Low,6,6,5,0.05,39.0,20.0
Panhala,Panhala,Semi-Urban,Industrial,Male,1700,1940,3298000,4,131920,1,30000,3459920,Low,Medium,7,7,6,0.06,18.0,4.0
Chandgad,Shinoli,Rural,Agricultural,Female,1700,300,510000,2,10200,1,5100,525300,Medium,Low,5,5,4,0.04,33.0,9.0
Shirol,Kurundwad,Semi-Urban,Residential,Male,5000,1940,9700000,4,388000,1,30000,10118000,High,Low,7,7,6,0.06,35.0,33.0
Shirol,Kurundwad,Semi-Urban,Residential,Male,2400,1760,4224000,4,168960,1,30000,4422960,High,Low,7,7,6,0.06,35.0,33.0
Gaganbawada,Vesarde,Rural,Residential,Male,4000,370,1480000,3,44400,1,14800,1539200,High,Low,4,4,3,0.03,44.0,13.0
Shirol,Yadrav,Rural,Agricultural,Male,4000,580,2320000,3,69600,1,23200,2412800,Medium,Low,5,5,5,0.04,30.0,10.0
Shahuwadi,Bambavade,Rural,Residential,Male,3000,940,2820000,3,84600,1,28200,2932800,Medium,Low,5,5,5,0.04,28.0,7.0
Kagal,Kapashi,Rural,Agricultural,Male,1500,460,690000,3,20700,1,6900,717600,Medium,Low,5,5,5,0.04,28.0,12.0
Shahuwadi,Charan,Rural,Agricultural,Male,7000,340,2380000,3,71400,1,23800,2475200,Medium,Low,5,5,5,0.04,30.0,8.0
Radhanagari,Tarale,Rural,Residential,Male,10000,720,7200000,3,216000,1,30000,7446000,Medium,Low,5,5,4,0.04,33.0,10.0
Bhudargad,Gargoti,Semi-Urban,Industrial,Female,4500,1540,6930000,3,207900,1,30000,7167900,Low,Medium,6,6,6,0.05,22.0,6.0
Shirol,Nrusinhawadi,Rural,Industrial,Female,3000,1430,4290000,2,85800,1,30000,4405800,High,Low,5,5,4,0.04,40.0,17.0
Kagal,Siddhanerli,Rural,Residential,Female,9000,1080,9720000,2,194400,1,30000,9944400,Low,Low,5,5,5,0.06,26.0,13.0
Panhala,Kodoli,Semi-Urban,Commercial,Male,5000,2770,13850000,4,554000,1,30000,14434000,Low,Medium,7,7,6,0.06,16.0,3.0
Shirol,Nrusinhawadi,Rural,Agricultural,Female,5500,830,4565000,2,91300,1,30000,4686300,High,Low,5,5,4,0.04,40.0,17.0
Radhanagari,Ghotawade,Rural,Residential,Female,8000,390,3120000,2,62400,1,30000,3212400,High,Low,4,4,3,0.03,38.0,12.0
Hatkanangale,Hupari,Semi-Urban,Residential,Male,1200,2570,3084000,4,123360,1,30000,3237360,Medium,Low,6,6,6,0.08,20.0,25.0
Shirol,Lat,Rural,Agricultural,Female,7000,360,2520000,2,50400,1,25200,2595600,High,Low,4,4,4,0.03,38.0,15.0
Chandgad,Kowad,Rural,Residential,Male,9000,400,3600000,3,108000,1,30000,3738000,High,Low,4,4,3,0.03,38.0,11.0
Karveer,Nagala Park,Urban,Residential,Male,1500,6520,9780000,6,586800,1,30000,10396800,Medium,Low,9,9,9,0.12,2.2,8.0
Bhudargad,Pimpalgoan,Rural,Residential,Female,2300,400,920000,2,18400,1,9200,947600,Medium,Low,4,4,4,0.03,30.0,8.0
Ajra,Dewarde,Rural,Industrial,Female,10000,640,6400000,2,128000,1,30000,6558000,Medium,Low,4,4,4,0.04,35.0,10.0
Chandgad,Kudnur,Rural,Agricultural,Female,7000,330,2310000,2,46200,1,23100,2379300,Medium,Low,5,5,4,0.04,34.0,9.0
Hatkanangale,Rukadi,Rural,Residential,Male,1700,1670,2839000,3,85170,1,28390,2952560,Low,Low,5,5,5,0.04,15.0,13.0
Chandgad,Kowad,Rural,Residential,Male,7000,430,3010000,3,90300,1,30000,3130300,High,Low,4,4,3,0.03,38.0,11.0
Shirol,Nrusinhawadi,Rural,Agricultural,Female,9000,710,6390000,2,127800,1,30000,6547800,High,Low,5,5,4,0.04,40.0,17.0
Karveer,Uchgaon,Semi-Urban,Residential,Female,5500,3090,16995000,3,509850,1,30000,17534850,Low,Low,8,8,7,0.15,4.0,2.0
Shirol,Lat,Rural,Agricultural,Male,2300,410,943000,3,28290,1,9430,980720,High,Low,4,4,4,0.03,38.0,15.0
Ajra,Dewarde,Rural,Residential,Male,2500,720,1800000,3,54000,1,18000,1872000,Medium,Low,4,4,4,0.04,35.0,10.0
Karveer,Shiroli,Semi-Urban,Residential,Male,6000,2920,17520000,4,700800,1,30000,18250800,High,Medium,8,6,6,0.09,10.0,2.0
Karveer,Shivaji Peth,Urban,Commercial,Female,2400,6960,16704000,5,835200,1,30000,17569200,High,Low,9,8,9,0.07,1.0,7.0
Karveer,Gokul Shirgaon,Semi-Urban,Agricultural,Male,5000,790,3950000,4,158000,1,30000,4138000,Low,Low,7,7,6,0.07,8.0,4.0
Shirol,Nrusinhawadi,Rural,Residential,Male,7000,1810,12670000,3,380100,1,30000,13080100,High,Low,5,5,4,0.04,40.0,17.0
Kagal,Siddhanerli,Rural,Residential,Male,3500,1160,4060000,3,121800,1,30000,4211800,Low,Low,5,5,5,0.06,26.0,13.0
Bhudargad,Gargoti,Semi-Urban,Residential,Male,1500,1710,2565000,4,102600,1,25650,2693250,Low,Medium,6,6,6,0.05,22.0,6.0
Gaganbawada,Bhuibawada,Rural,Agricultural,Female,5500,340,1870000,2,37400,1,18700,1926100,Medium,Low,5,5,4,0.04,38.0,11.0
Karveer,Shiroli,Semi-Urban,Agricultural,Male,3800,1380,5244000,4,209760,1,30000,5483760,High,Medium,8,6,6,0.09,10.0,2.0
Ajra,Dewarde,Rural,Residential,Female,10000,750,7500000,2,150000,1,30000,7680000,Medium,Low,4,4,4,0.04,35.0,10.0
Chandgad,Here,Rural,Residential,Male,9000,700,6300000,3,189000,1,30000,6519000,Medium,Low,4,4,4,0.04,36.0,10.0
Karveer,Gandhinagar,Urban,Commercial,Male,2300,3100,7130000,6,427800,1,30000,7587800,Low,Low,8,8,8,0.08,3.0,6.0
Radhanagari,Rajapur,Rural,Industrial,Female,2100,620,1302000,2,26040,1,13020,1341060,Medium,Low,4,4,4,0.04,37.0,11.0
Kagal,Murgud,Semi-Urban,Industrial,Male,1000,1310,1310000,4,52400,1,13100,1375500,Low,Low,6,6,5,0.05,39.0,20.0
Ajra,Ajra,Rural,Residential,Male,6000,850,5100000,3,153000,1,30000,5283000,Medium,Low,5,5,5,0.04,30.0,8.0
Karveer,Gandhinagar,Urban,Residential,Male,1600,2320,3712000,6,222720,1,30000,3964720,Low,Low,8,8,8,0.08,3.0,6.0
Gadhinglaj,Nesari,Rural,Agricultural,Female,7000,390,2730000,2,54600,1,27300,2811900,Low,Low,6,6,6,0.04,50.0,20.0
Shirol,Yadrav,Rural,Residential,Female,3000,1310,3930000,2,78600,1,30000,4038600,Medium,Low,5,5,5,0.04,30.0,10.0
Radhanagari,Tarale,Rural,Residential,Male,2300,860,1978000,3,59340,1,19780,2057120,Medium,Low,5,5,4,0.04,33.0,10.0
Gadhinglaj,Harali,Rural,Agricultural,Male,2700,300,810000,3,24300,1,8100,842400,Low,Low,4,4,4,0.03,45.0,15.0
Bhudargad,Patgaon,Rural,Agricultural,Male,4000,200,800000,3,24000,1,8000,832000,Medium,Low,4,4,4,0.03,32.0,8.0
Karveer,Shiye,Semi-Urban,Industrial,Female,4000,2040,8160000,3,244800,1,30000,8434800,Low,Low,8,7,7,0.09,5.0,3.0
Gaganbawada,Sakhari,Rural,Residential,Female,1500,720,1080000,2,21600,1,10800,1112400,High,Low,4,4,4,0.04,40.0,12.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Residential,Female,5500,2740,15070000,3,452100,1,30000,15552100,Low,Medium,8,8,8,0.09,40.0,14.0
Shirol,Jaysingpur,Semi-Urban,Residential,Female,5500,2920,16060000,3,481800,1,30000,16571800,Medium,Low,7,7,7,0.06,35.0,25.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Residential,Female,1400,2740,3836000,3,115080,1,30000,3981080,Low,Medium,8,8,8,0.09,40.0,14.0
Hatkanangale,Rukadi,Rural,Agricultural,Female,4500,730,3285000,2,65700,1,30000,3380700,Low,Low,5,5,5,0.04,15.0,13.0
Hatkanangale,Kabnur,Semi-Urban,Commercial,Female,5500,2630,14465000,3,433950,1,30000,14928950,Low,Medium,6,6,6,0.05,17.0,15.0
Shirol,Shirol,Semi-Urban,Residential,Male,4000,2040,8160000,4,326400,1,30000,8516400,High,Medium,7,7,8,0.06,40.0,4.0
Bhudargad,Admapur,Rural,Residential,Female,10000,810,8100000,2,162000,1,30000,8292000,Low,Low,5,5,5,0.04,26.0,6.0
Shahuwadi,Amba,Rural,Agricultural,Male,6000,200,1200000,3,36000,1,12000,1248000,High,Low,4,4,3,0.03,35.0,9.0
Gadhinglaj,Basarge,Rural,Residential,Male,3000,930,2790000,3,83700,1,27900,2901600,Medium,Low,5,5,5,0.04,30.0,7.0
Radhanagari,Rajapur,Rural,Residential,Male,4000,760,3040000,3,91200,1,30000,3161200,Medium,Low,4,4,4,0.04,37.0,11.0
Hatkanangale,Talsande,Semi-Urban,Industrial,Male,2200,1970,4334000,4,173360,1,30000,4537360,Low,Low,6,6,6,0.07,18.0,16.0
Kagal,Siddhanerli,Rural,Residential,Female,6000,1100,6600000,2,132000,1,30000,6762000,Low,Low,5,5,5,0.06,26.0,13.0
Shirol,Kurundwad,Semi-Urban,Residential,Male,1300,1740,2262000,4,90480,1,22620,2375100,High,Low,7,7,6,0.06,35.0,33.0
Panhala,Kodoli,Semi-Urban,Residential,Female,2600,2520,6552000,3,196560,1,30000,6778560,Low,Medium,7,7,6,0.06,16.0,3.0
Radhanagari,Ghotawade,Rural,Residential,Female,10000,380,3800000,2,76000,1,30000,3906000,High,Low,4,4,3,0.03,38.0,12.0
Shirol,Jaysingpur,Semi-Urban,Residential,Female,5000,2830,14150000,3,424500,1,30000,14604500,Medium,Low,7,7,7,0.06,35.0,25.0
Radhanagari,Rajapur,Rural,Agricultural,Female,1700,290,493000,2,9860,1,4930,507790,Medium,Low,4,4,4,0.04,37.0,11.0
Ajra,Ajra,Rural,Residential,Female,3000,840,2520000,2,50400,1,25200,2595600,Medium,Low,5,5,5,0.04,30.0,8.0
Gadhinglaj,Basarge,Rural,Residential,Female,5500,770,4235000,2,84700,1,30000,4349700,Medium,Low,5,5,5,0.04,30.0,7.0
Shirol,Nrusinhawadi,Rural,Agricultural,Male,10000,820,8200000,3,246000,1,30000,8476000,High,Low,5,5,4,0.04,40.0,17.0
Ajra,Dewarde,Rural,Agricultural,Female,10000,350,3500000,2,70000,1,30000,3600000,Medium,Low,4,4,4,0.04,35.0,10.0
Gadhinglaj,Kadgaon,Rural,Agricultural,Female,6000,410,2460000,2,49200,1,24600,2533800,Medium,Low,5,5,5,0.04,30.0,7.0
Bhudargad,Admapur,Rural,Agricultural,Male,2300,350,805000,3,24150,1,8050,837200,Low,Low,5,5,5,0.04,26.0,6.0
Kagal,Murgud,Semi-Urban,Residential,Female,6000,1600,9600000,3,288000,1,30000,9918000,Low,Low,6,6,5,0.05,39.0,20.0
Karveer,Shiroli,Semi-Urban,Residential,Male,1000,3280,3280000,4,131200,1,30000,3441200,High,Medium,8,6,6,0.09,10.0,2.0
Shirol,Yadrav,Rural,Residential,Male,7000,1340,9380000,3,281400,1,30000,9691400,Medium,Low,5,5,5,0.04,30.0,10.0
Kagal,Kapashi,Rural,Residential,Female,4000,1040,4160000,2,83200,1,30000,4273200,Medium,Low,5,5,5,0.04,28.0,12.0
Bhudargad,Kadgaon,Rural,Agricultural,Male,1700,410,697000,3,20910,1,6970,724880,Medium,Low,5,5,5,0.04,28.0,7.0
Panhala,Kodoli,Semi-Urban,Industrial,Female,4000,1930,7720000,3,231600,1,30000,7981600,Low,Medium,7,7,6,0.06,16.0,3.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Commercial,Female,2800,2670,7476000,3,224280,1,30000,7730280,Medium,Low,6,6,6,0.07,16.0,14.0
Karveer,Shiye,Semi-Urban,Industrial,Male,4500,1850,8325000,4,333000,1,30000,8688000,Low,Low,8,7,7,0.09,5.0,3.0
Karveer,Shiroli,Semi-Urban,Residential,Female,2800,3120,8736000,3,262080,1,30000,9028080,High,Medium,8,6,6,0.09,10.0,2.0
Ajra,Madilage,Rural,Residential,Female,9000,770,6930000,2,138600,1,30000,7098600,Medium,Low,5,5,5,0.04,34.0,9.0
Radhanagari,Dajipur,Rural,Agricultural,Female,6000,200,1200000,2,24000,1,12000,1236000,High,Low,4,4,3,0.03,40.0,12.0
Hatkanangale,Rukadi,Rural,Commercial,Male,8000,2010,16080000,3,482400,1,30000,16592400,Low,Low,5,5,5,0.04,15.0,13.0
Gadhinglaj,Nesari,Rural,Residential,Female,6000,1010,6060000,2,121200,1,30000,6211200,Low,Low,6,6,6,0.04,50.0,20.0
Kagal,Murgud,Semi-Urban,Commercial,Male,1600,2300,3680000,4,147200,1,30000,3857200,Low,Low,6,6,5,0.05,39.0,20.0
Gaganbawada,Vesarde,Rural,Residential,Male,2300,330,759000,3,22770,1,7590,789360,High,Low,4,4,3,0.03,44.0,13.0
Gaganbawada,Sakhari,Rural,Residential,Male,2100,780,1638000,3,49140,1,16380,1703520,High,Low,4,4,4,0.04,40.0,12.0
Bhudargad,Gargoti,Semi-Urban,Industrial,Male,3200,1410,4512000,4,180480,1,30000,4722480,Low,Medium,6,6,6,0.05,22.0,6.0
Ajra,Ajra,Rural,Residential,Female,1500,860,1290000,2,25800,1,12900,1328700,Medium,Low,5,5,5,0.04,30.0,8.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Residential,Female,4500,2100,9450000,3,283500,1,30000,9763500,Medium,Low,6,6,6,0.07,16.0,14.0
Kagal,Murgud,Semi-Urban,Commercial,Male,3000,2310,6930000,4,277200,1,30000,7237200,Low,Low,6,6,5,0.05,39.0,20.0
Hatkanangale,Hupari,Semi-Urban,Residential,Male,5500,2720,14960000,4,598400,1,30000,15588400,Medium,Low,6,6,6,0.08,20.0,25.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Agricultural,Male,1200,840,1008000,4,40320,1,10080,1058400,Medium,Low,6,6,6,0.07,16.0,14.0
Bhudargad,Patgaon,Rural,Residential,Female,8000,480,3840000,2,76800,1,30000,3946800,Medium,Low,4,4,4,0.03,32.0,8.0
Ajra,Ningudage,Rural,Residential,Female,7000,410,2870000,2,57400,1,28700,2956100,High,Low,4,4,4,0.03,36.0,10.0
Panhala,Panhala,Semi-Urban,Residential,Female,2800,2280,6384000,3,191520,1,30000,6605520,Low,Medium,7,7,6,0.06,18.0,4.0
Panhala,Warnanagar,Semi-Urban,Industrial,Female,5500,2610,14355000,3,430650,1,30000,14815650,Low,Medium,8,7,7,0.06,15.0,2.0
Chandgad,Shinoli,Rural,Commercial,Male,5000,1010,5050000,3,151500,1,30000,5231500,Medium,Low,5,5,4,0.04,33.0,9.0
Shirol,Yadrav,Rural,Residential,Female,10000,1300,13000000,2,260000,1,30000,13290000,Medium,Low,5,5,5,0.04,30.0,10.0
Gaganbawada,Bhuibawada,Rural,Agricultural,Male,2900,360,1044000,3,31320,1,10440,1085760,Medium,Low,5,5,4,0.04,38.0,11.0
Hatkanangale,Talsande,Semi-Urban,Residential,Male,3600,2280,8208000,4,328320,1,30000,8566320,Low,Low,6,6,6,0.07,18.0,16.0
Ajra,Madilage,Rural,Commercial,Female,2100,1060,2226000,2,44520,1,22260,2292780,Medium,Low,5,5,5,0.04,34.0,9.0
Chandgad,Kowad,Rural,Commercial,Male,1900,530,1007000,3,30210,1,10070,1047280,High,Low,4,4,3,0.03,38.0,11.0
Gaganbawada,Vesarde,Rural,Residential,Female,3000,310,930000,2,18600,1,9300,957900,High,Low,4,4,3,0.03,44.0,13.0
Karveer,Shiroli,Semi-Urban,Commercial,Male,4000,3850,15400000,4,616000,1,30000,16046000,High,Medium,8,6,6,0.09,10.0,2.0
Gadhinglaj,Halkarni,Rural,Residential,Female,7000,840,5880000,2,117600,1,30000,6027600,Low,Low,6,7,4,0.03,60.0,12.0
Radhanagari,Dhamod,Rural,Industrial,Male,4000,580,2320000,3,69600,1,23200,2412800,Medium,Low,4,4,4,0.04,36.0,11.0
Shahuwadi,Bambavade,Rural,Agricultural,Male,5000,370,1850000,3,55500,1,18500,1924000,Medium,Low,5,5,5,0.04,28.0,7.0
Karveer,Shiye,Semi-Urban,Residential,Male,3800,2240,8512000,4,340480,1,30000,8882480,Low,Low,8,7,7,0.09,5.0,3.0
Shahuwadi,Sarud,Rural,Agricultural,Female,2100,200,420000,2,8400,1,4200,432600,High,Low,4,4,3,0.03,33.0,9.0
Karveer,Uchgaon,Semi-Urban,Agricultural,Female,1100,1140,1254000,3,37620,1,12540,1304160,Low,Low,8,8,7,0.15,4.0,2.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Residential,Male,3000,1920,5760000,4,230400,1,30000,6020400,Medium,Low,6,6,6,0.07,16.0,14.0
Kagal,Kagal,Semi-Urban,Industrial,Female,1100,2170,2387000,3,71610,1,23870,2482480,Low,Low,8,8,7,0.01,22.0,5.0
Bhudargad,Admapur,Rural,Agricultural,Male,2900,370,1073000,3,32190,1,10730,1115920,Low,Low,5,5,5,0.04,26.0,6.0
Chandgad,Chandgad,Rural,Agricultural,Male,2700,420,1134000,3,34020,1,11340,1179360,Medium,Low,5,5,5,0.04,35.0,9.0
Gaganbawada,Bhuibawada,Rural,Residential,Male,2300,840,1932000,3,57960,1,19320,2009280,Medium,Low,5,5,4,0.04,38.0,11.0
Kagal,Siddhanerli,Rural,Industrial,Male,1700,930,1581000,3,47430,1,15810,1644240,Low,Low,5,5,5,0.06,26.0,13.0
Radhanagari,Dajipur,Rural,Commercial,Female,7000,390,2730000,2,54600,1,27300,2811900,High,Low,4,4,3,0.03,40.0,12.0
Gaganbawada,Sakhari,Rural,Agricultural,Male,1500,300,450000,3,13500,1,4500,468000,High,Low,4,4,4,0.04,40.0,12.0
Karveer,Tarabai Park,Urban,Residential,Male,900,6570,5913000,6,354780,1,30000,6297780,Medium,Low,10,9,10,0.13,1.5,10.0
Radhanagari,Rajapur,Rural,Residential,Female,3000,660,1980000,2,39600,1,19800,2039400,Medium,Low,4,4,4,0.04,37.0,11.0
Shirol,Shirol,Semi-Urban,Commercial,Male,2800,2730,7644000,4,305760,1,30000,7979760,High,Medium,7,7,8,0.06,40.0,4.0
Bhudargad,Waghapur,Rural,Residential,Female,9000,810,7290000,2,145800,1,30000,7465800,Medium,Low,4,4,4,0.04,29.0,7.0
Hatkanangale,Vathar,Semi-Urban,Commercial,Male,1000,2290,2290000,4,91600,1,22900,2404500,Low,Low,5,5,5,0.06,19.0,17.0
Bhudargad,Kadgaon,Rural,Commercial,Female,8000,1220,9760000,2,195200,1,30000,9985200,Medium,Low,5,5,5,0.04,28.0,7.0
Karveer,Uchgaon,Semi-Urban,Commercial,Male,4500,3940,17730000,4,709200,1,30000,18469200,Low,Low,8,8,7,0.15,4.0,2.0
Gaganbawada,Salwan,Rural,Residential,Female,9000,340,3060000,2,61200,1,30000,3151200,High,Low,4,4,3,0.03,42.0,12.0
Ajra,Ajra,Rural,Agricultural,Male,5000,380,1900000,3,57000,1,19000,1976000,Medium,Low,5,5,5,0.04,30.0,8.0
Gadhinglaj,Nesari,Rural,Agricultural,Male,4000,440,1760000,3,52800,1,17600,1830400,Low,Low,6,6,6,0.04,50.0,20.0
Hatkanangale,Talsande,Semi-Urban,Commercial,Female,3800,2790,10602000,3,318060,1,30000,10950060,Low,Low,6,6,6,0.07,18.0,16.0
Bhudargad,Waghapur,Rural,Residential,Female,6000,800,4800000,2,96000,1,30000,4926000,Medium,Low,4,4,4,0.04,29.0,7.0
Kagal,Bidri,Rural,Residential,Female,2100,1150,2415000,2,48300,1,24150,2487450,Medium,Low,5,5,5,0.03,30.0,18.0
Panhala,Kale,Semi-Urban,Agricultural,Female,2200,950,2090000,3,62700,1,20900,2173600,Low,Low,6,6,6,0.05,20.0,5.0
Kagal,Kapashi,Rural,Agricultural,Male,9000,430,3870000,3,116100,1,30000,4016100,Medium,Low,5,5,5,0.04,28.0,12.0
Bhudargad,Pimpalgoan,Rural,Industrial,Male,6000,340,2040000,3,61200,1,20400,2121600,Medium,Low,4,4,4,0.03,30.0,8.0
Kagal,Sangaon,Rural,Residential,Male,7000,1270,8890000,3,266700,1,30000,9186700,Medium,Low,5,5,5,0.04,25.0,14.0
Hatkanangale,Alas,Rural,Residential,Male,10000,1060,10600000,3,318000,1,30000,10948000,High,Low,4,4,4,0.03,25.0,22.0
Hatkanangale,Ichalkaranji,Urban,Residential,Female,4800,2920,14016000,5,700800,1,30000,14746800,Medium,Medium,8,8,7,0.1,25.0,22.0
Karveer,Tarabai Park,Urban,Residential,Male,4000,7680,30720000,6,1843200,1,30000,32593200,Medium,Low,10,9,10,0.13,1.5,10.0
Shahuwadi,Bambavade,Rural,Residential,Male,10000,920,9200000,3,276000,1,30000,9506000,Medium,Low,5,5,5,0.04,28.0,7.0
Gadhinglaj,Mungurwadi,Rural,Agricultural,Male,3000,370,1110000,3,33300,1,11100,1154400,Low,Low,5,5,5,0.04,32.0,8.0
Hatkanangale,Rukadi,Rural,Agricultural,Male,7000,740,5180000,3,155400,1,30000,5365400,Low,Low,5,5,5,0.04,15.0,13.0
Chandgad,Kowad,Rural,Residential,Female,2300,370,851000,2,17020,1,8510,876530,High,Low,4,4,3,0.03,38.0,11.0
Gadhinglaj,Kadgaon,Rural,Residential,Male,6000,900,5400000,3,162000,1,30000,5592000,Medium,Low,5,5,5,0.04,30.0,7.0
Radhanagari,Dhamod,Rural,Residential,Female,4000,750,3000000,2,60000,1,30000,3090000,Medium,Low,4,4,4,0.04,36.0,11.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Residential,Female,4500,2480,11160000,3,334800,1,30000,11524800,Low,Medium,8,8,8,0.09,40.0,14.0
Gaganbawada,Sakhari,Rural,Agricultural,Female,1700,310,527000,2,10540,1,5270,542810,High,Low,4,4,4,0.04,40.0,12.0
Gaganbawada,Vesarde,Rural,Residential,Male,6000,310,1860000,3,55800,1,18600,1934400,High,Low,4,4,3,0.03,44.0,13.0
Gadhinglaj,Mahagoan,Rural,Agricultural,Male,7000,360,2520000,3,75600,1,25200,2620800,Medium,Low,5,5,4,0.04,35.0,10.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Residential,Female,5000,1970,9850000,3,295500,1,30000,10175500,Medium,Low,6,6,6,0.07,16.0,14.0
Kagal,Kapashi,Rural,Agricultural,Male,8000,430,3440000,3,103200,1,30000,3573200,Medium,Low,5,5,5,0.04,28.0,12.0
Gadhinglaj,Mungurwadi,Rural,Residential,Male,10000,830,8300000,3,249000,1,30000,8579000,Low,Low,5,5,5,0.04,32.0,8.0
Kagal,Kagal,Semi-Urban,Commercial,Male,4500,3480,15660000,4,626400,1,30000,16316400,Low,Low,8,8,7,0.01,22.0,5.0
Kagal,Kapashi,Rural,Residential,Female,6000,1000,6000000,2,120000,1,30000,6150000,Medium,Low,5,5,5,0.04,28.0,12.0
Radhanagari,Radhanagari,Rural,Agricultural,Male,2100,400,840000,3,25200,1,8400,873600,High,Low,5,5,5,0.04,35.0,9.0
Chandgad,Chandgad,Rural,Agricultural,Female,9000,400,3600000,2,72000,1,30000,3702000,Medium,Low,5,5,5,0.04,35.0,9.0
Kagal,Kagal,Semi-Urban,Residential,Male,3000,2950,8850000,4,354000,1,30000,9234000,Low,Low,8,8,7,0.01,22.0,5.0
Panhala,Panhala,Semi-Urban,Residential,Male,3200,2520,8064000,4,322560,1,30000,8416560,Low,Medium,7,7,6,0.06,18.0,4.0
Shahuwadi,Sarud,Rural,Residential,Female,4000,400,1600000,2,32000,1,16000,1648000,High,Low,4,4,3,0.03,33.0,9.0
Karveer,Shiroli,Semi-Urban,Commercial,Male,3600,4070,14652000,4,586080,1,30000,15268080,High,Medium,8,6,6,0.09,10.0,2.0
Gadhinglaj,Nesari,Rural,Agricultural,Male,2300,440,1012000,3,30360,1,10120,1052480,Low,Low,6,6,6,0.04,50.0,20.0
Shahuwadi,Malkapur,Semi-Urban,Residential,Female,1500,2080,3120000,3,93600,1,30000,3243600,Low,Medium,7,6,6,0.05,20.0,5.0
Chandgad,Tilari,Rural,Agricultural,Male,5000,200,1000000,3,30000,1,10000,1040000,High,Low,4,4,3,0.03,40.0,10.0
Shahuwadi,Bambavade,Rural,Industrial,Male,8000,790,6320000,3,189600,1,30000,6539600,Medium,Low,5,5,5,0.04,28.0,7.0
Kagal,Siddhanerli,Rural,Residential,Female,10000,1180,11800000,2,236000,1,30000,12066000,Low,Low,5,5,5,0.06,26.0,13.0
Chandgad,Here,Rural,Agricultural,Female,8000,340,2720000,2,54400,1,27200,2801600,Medium,Low,4,4,4,0.04,36.0,10.0
Hatkanangale,Talsande,Semi-Urban,Industrial,Male,1600,1890,3024000,4,120960,1,30000,3174960,Low,Low,6,6,6,0.07,18.0,16.0
Shirol,Shirol,Semi-Urban,Commercial,Female,4500,2560,11520000,3,345600,1,30000,11895600,High,Medium,7,7,8,0.06,40.0,4.0
Hatkanangale,Rukadi,Rural,Residential,Male,9000,1650,14850000,3,445500,1,30000,15325500,Low,Low,5,5,5,0.04,15.0,13.0
Hatkanangale,Vathar,Semi-Urban,Residential,Female,5000,1960,9800000,3,294000,1,30000,10124000,Low,Low,5,5,5,0.06,19.0,17.0
Panhala,Warnanagar,Semi-Urban,Industrial,Male,1600,2310,3696000,4,147840,1,30000,3873840,Low,Medium,8,7,7,0.06,15.0,2.0
